result_dir,problem,algorithm,seed,run_dir,status,status_reason,n_evals,n_solutions,n_feasible_final,feasibility_ratio,pf_source,hv,igd,igd_plus,gd,spread,time_s
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,877132087,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_008,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1842245.2345026038,nan,nan,nan,1.9795292698529265,8.16289749997668
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,1244265337,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_009,ok,,30000,15,15,1.0,final_population_feasible_nondominated,1845535.0317695648,nan,nan,nan,1.851223625345395,8.158763500046916
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,2740186692,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_010,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845570.0924430245,nan,nan,nan,1.9743994868165111,8.366898900014348
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,3884972972,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_011,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845408.6758389806,nan,nan,nan,1.97979797979798,8.352606200031005
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,829139639,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_012,ok,,30000,30,30,1.0,final_population_feasible_nondominated,1845561.905707719,nan,nan,nan,1.9192184234576906,8.048291600018274
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,2545567356,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_013,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1841296.9895829086,nan,nan,nan,1.9790450561549258,8.281345800030977
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,2718398101,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_014,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845470.5701885552,nan,nan,nan,1.9725857583115314,8.103631599980872
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,176092387,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_015,ok,,30000,46,46,1.0,final_population_feasible_nondominated,1845543.7977923993,nan,nan,nan,1.9542362739090386,8.093799999973271
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,3528048386,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_016,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845393.6103661908,nan,nan,nan,1.9722941397250098,6.140322400024161
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,569531098,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_017,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1844068.6921232466,nan,nan,nan,1.9757991527755068,6.0403479999513365
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,1337295874,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_018,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845550.7264420323,nan,nan,nan,1.968056032927482,6.152829899976496
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,612016888,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_019,ok,,30000,14,14,1.0,final_population_feasible_nondominated,1845465.1266104751,nan,nan,nan,1.8371177300413928,5.810167599993292
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOEAD,232150720,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOEAD/run_020,ok,,30000,100,100,1.0,final_population_feasible_nondominated,1845454.0924922465,nan,nan,nan,1.9797978764136837,5.986494499957189
results/20260425_161424_benchmark_realworld_cre_2obj,CRE22,MOSADE,2684470948,results/20260425_161424_benchmark_realworld_cre_2obj/CRE22/MOSADE/run_000,ok,,30010,38,38,1.0,archive,1842330.146291912,nan,nan,nan,1.2447979214969742,13.125624099979177
